Renew,Figure,NumberApplicants,NumbWords,NumbChars,NumberOfClasses,product,appnumber
1,1,1,2,20,3,1,3149432
0,0,1,2,12,3,1,3149465
1,1,1,1,3,3,1,3149581
1,0,1,1,9,2,1,3149606
1,0,1,2,14,2,1,3149614
1,0,1,2,14,1,1,3149671
0,0,1,1,6,1,1,3149689
1,0,1,1,8,2,1,3149713
1,1,1,1,10,3,1,3149739
1,1,1,8,48,1,1,3149747
1,0,1,2,13,1,1,3149762
1,0,1,1,5,3,1,3149796
0,0,1,1,11,3,0,3149812
0,0,1,2,11,1,0,3149846
0,0,1,1,9,3,0,3149853
1,1,1,2,14,3,1,3149879
0,0,1,5,34,5,1,3149911
1,0,1,1,11,1,1,3149929
0,0,1,1,4,3,0,3149978
0,0,1,4,22,1,1,3149986
1,0,1,1,9,2,0,3150026
0,0,1,2,11,1,1,3150042
0,0,1,2,14,1,1,3150059
0,0,1,1,10,1,1,3150372
1,0,1,1,9,1,1,3150398
1,0,1,1,10,1,1,3150414
1,1,1,2,16,1,1,3150448
0,0,1,2,17,6,1,3150455
0,1,1,1,6,3,1,3150489
1,0,1,3,16,1,1,3150513
1,1,1,1,5,1,1,3150547
1,0,1,1,4,3,1,3150554
0,0,1,3,13,2,1,3150638
1,1,1,1,5,3,1,3150679
0,1,1,1,6,1,1,3150687
1,1,1,3,15,1,1,3150729
0,0,1,2,19,1,1,3150745
1,0,1,1,6,1,1,3150786
0,1,1,3,20,3,1,3150968
1,1,1,1,4,5,1,3151016
1,1,1,1,4,5,1,3151032
1,1,1,1,3,3,1,3151041
0,1,1,1,4,4,1,3151081
1,1,1,3,15,1,1,3151172
0,1,1,2,27,1,1,3151214
1,1,1,1,3,3,1,3151248
0,1,1,5,21,3,1,3151263
0,1,1,2,14,3,1,3151297
1,0,1,1,15,1,1,3151371
0,0,1,2,9,8,1,3151446
1,1,1,1,8,2,1,3151487
1,0,1,1,9,1,1,3151545
0,0,1,1,5,3,1,3151561
0,0,1,3,21,3,0,3151644
0,0,1,3,18,3,1,3151727
1,0,1,2,10,3,1,3151776
0,0,1,1,6,3,1,3151859
1,0,1,2,8,3,1,3151875
0,0,1,1,4,1,1,3151925
1,0,1,1,4,1,1,3151966
0,0,1,1,6,2,1,3151982
1,0,1,1,9,1,1,3152048
0,1,1,1,9,3,0,3152055
1,0,1,2,9,3,1,3152063
1,1,1,1,6,2,1,3152105
1,0,1,1,7,1,1,3152147
0,0,1,1,8,3,1,3152188
1,0,1,1,7,3,1,3152204
1,0,1,2,17,5,1,3152311
1,0,1,1,11,1,1,3152329
1,0,1,2,17,3,1,3152378
1,0,1,3,24,2,1,3152411
0,0,1,2,8,3,1,3152428
0,0,1,1,5,3,1,3152451
0,0,1,1,14,1,1,3152477
0,0,1,1,11,1,1,3152535
1,1,1,3,8,3,1,3152543
0,1,1,1,1,3,1,3152584
1,0,1,2,12,1,1,3152691
1,1,1,1,5,2,1,3152717
1,1,1,1,12,3,1,3152741
0,0,1,1,9,1,1,3152774
1,0,1,2,14,1,1,3152791
1,0,1,2,7,10,1,3152808
0,0,1,2,13,1,1,3152816
1,0,1,1,7,6,1,3152865
0,0,1,1,11,6,1,3152881
1,0,1,1,7,1,1,3153079
0,1,1,4,24,1,0,3153145
0,0,1,1,7,1,1,3153178
0,0,1,1,7,1,1,3153194
0,0,1,1,5,5,1,3153251
1,1,1,13,80,3,1,3153343
1,1,1,3,26,4,0,3153351
1,1,1,1,5,4,0,3153368
0,0,1,2,15,1,1,3153376
1,0,1,1,13,1,1,3153426
1,0,1,1,7,2,1,3153459
1,1,1,4,29,1,1,3153566
1,1,1,1,10,3,1,3153574
0,1,1,1,11,3,1,3153665
1,0,1,1,12,1,1,3153707
1,0,1,1,5,1,1,3153723
0,1,1,5,34,3,1,3153749
0,0,1,1,5,3,1,3153772
0,0,1,2,13,3,1,3153798
0,0,1,2,8,3,1,3153806
0,0,1,1,7,3,0,3153848
1,0,1,2,9,1,1,3153855
0,1,1,2,8,3,1,3154011
1,1,1,3,16,1,1,3154028
0,0,1,2,14,3,1,3154036
0,0,1,1,5,3,1,3154127
1,0,1,1,7,3,1,3154135
1,0,1,1,8,4,1,3154151
1,0,1,1,8,3,1,3154176
1,0,1,1,7,2,1,3154184
1,0,1,2,10,3,1,3154192
1,0,1,1,8,3,1,3154291
1,0,1,1,8,1,1,3154325
0,1,1,3,15,2,0,3154358
1,1,1,3,44,3,0,3154382
1,1,1,2,14,3,1,3154424
1,0,1,2,19,2,0,3154441
1,1,1,2,9,3,1,3154457
0,1,1,2,7,4,0,3154465
0,1,1,10,77,1,1,3154473
1,1,1,3,15,1,1,3154581
1,0,1,2,10,1,1,3154663
0,1,1,9,48,3,1,3154689
1,0,1,1,6,2,0,3154721
0,1,1,2,18,1,1,3154762
0,0,1,4,26,1,0,3154788
1,0,1,1,8,1,1,3154796
1,1,1,1,14,1,0,3154804
1,0,1,2,11,3,1,3154812
1,0,1,3,15,1,1,3154861
1,1,1,3,21,1,0,3154895
0,1,1,2,10,5,1,3154978
0,0,1,1,10,1,1,3155091
0,1,1,3,18,1,1,3155124
0,0,1,1,7,3,1,3155132
0,0,1,1,4,3,1,3155141
1,0,1,2,16,8,1,3155173
0,0,1,1,3,3,1,3155207
1,0,1,1,9,1,1,3155215
1,0,1,1,9,4,1,3155223
0,1,1,5,28,2,1,3155256
0,0,1,1,8,1,1,3155272
0,0,1,1,6,3,1,3155281
0,1,1,4,24,2,1,3155306
1,1,1,2,7,10,1,3155348
1,1,1,1,4,3,1,3155397
1,0,1,1,11,2,1,3155413
1,1,1,2,8,3,1,3155439
0,1,1,2,8,3,1,3155454
0,1,1,6,31,3,1,3155471
0,0,1,1,5,4,1,3155496
1,0,1,1,6,1,1,3155504
0,0,1,1,16,8,1,3155546
1,1,1,2,15,3,1,3155553
1,0,1,1,9,3,1,3155579
1,0,1,1,8,2,1,3155595
1,0,1,2,18,1,1,3155645
0,0,1,1,6,1,1,3155652
1,1,1,3,16,1,1,3155661
1,1,1,1,2,2,1,3155694
0,1,1,1,2,2,1,3155711
1,0,1,1,7,3,1,3155751
1,0,1,1,5,3,1,3155769
0,0,1,2,13,2,1,3155801
0,1,1,2,23,1,0,3155819
0,0,1,1,9,3,1,3155835
0,1,1,4,29,2,0,3155876
1,1,1,2,13,2,0,3155884
1,0,1,2,13,2,0,3155892
0,1,1,3,15,1,1,3155926
0,0,1,1,12,1,1,3155942
1,0,1,1,7,1,1,3155983
0,0,1,3,19,2,1,3156049
1,1,1,1,6,3,1,3156072
1,0,1,2,15,1,1,3156106
1,0,1,4,19,1,1,3156189
0,0,1,1,6,1,1,3156205
1,0,1,1,8,1,1,3156221
1,0,1,1,4,2,1,3156247
0,0,1,1,7,1,1,3156254
0,0,1,1,7,3,1,3156262
1,0,1,1,11,2,0,3156296
0,0,1,3,13,2,1,3156338
0,1,1,2,15,1,1,3156346
1,0,1,1,10,1,1,3156361
0,1,1,1,7,3,1,3156379
0,0,1,1,11,3,1,3156387
1,0,1,2,7,3,1,3156403
1,0,1,1,3,1,1,3156445
1,0,1,1,10,1,1,3156452
0,0,1,1,4,3,1,3156511
1,0,1,1,8,3,1,3156593
0,1,1,1,6,2,1,3156627
1,1,1,1,4,7,1,3156701
1,0,1,9,42,5,1,3156742
0,1,1,2,10,3,1,3156775
1,0,1,1,5,1,1,3156874
0,0,1,3,10,4,1,3156882
1,1,1,1,3,3,1,3156891
1,1,1,1,3,3,1,3156965
0,1,1,3,22,1,1,3157021
0,0,1,1,7,6,1,3157071
0,0,1,1,11,3,0,3157096
1,1,1,1,10,3,1,3157161
1,0,1,1,10,3,1,3157211
1,0,1,2,11,1,1,3157237
1,1,1,7,45,3,1,3157261
1,1,1,1,12,3,1,3157278
0,1,1,3,18,3,1,3157328
1,0,1,1,4,2,0,3157344
0,1,1,2,21,3,1,3157377
1,0,1,2,14,3,1,3157385
0,0,1,2,9,2,1,3157427
1,0,1,1,8,1,1,3157435
0,0,1,1,9,2,1,3157443
1,0,1,1,7,3,0,3157451
0,0,1,1,6,3,1,3157609
1,1,1,2,36,4,1,3157625
0,0,1,1,7,3,1,3157666
0,1,1,2,12,3,1,3157674
1,1,1,2,10,3,1,3157716
1,1,1,2,12,3,1,3157724
1,1,1,1,4,1,1,3157741
1,0,1,1,8,3,1,3157773
0,1,1,1,8,1,1,3157881
1,0,1,2,16,3,1,3157898
1,0,1,1,5,3,1,3157948
1,0,1,1,7,2,0,3157955
0,0,1,1,10,2,1,3158003
0,0,1,1,10,3,1,3158011
0,0,1,2,10,2,1,3158061
0,1,1,2,16,3,1,3158102
1,0,1,1,9,1,1,3158151
1,0,1,1,6,1,1,3158169
1,0,1,1,10,1,1,3158177
0,0,1,1,7,1,1,3158193
1,0,1,1,7,1,1,3158268
1,0,1,2,19,5,1,3158284
0,0,1,1,7,1,1,3158301
1,0,1,3,22,6,1,3158318
1,1,1,2,8,3,1,3158391
1,0,1,2,14,3,1,3158417
0,0,1,1,13,6,1,3158441
0,0,1,3,12,5,1,3158458
1,0,1,2,7,1,1,3158474
1,0,1,2,9,2,1,3158482
1,0,1,2,8,1,1,3158491
1,0,1,1,8,1,1,3158516
0,0,1,2,11,3,1,3158524
0,0,1,2,10,3,1,3158532
0,0,1,2,10,5,1,3158541
0,1,1,2,13,3,1,3158557
1,1,1,2,14,3,1,3158631
1,1,1,2,14,1,1,3158649
1,0,1,1,11,1,1,3158664
0,0,1,3,14,1,1,3158672
1,0,1,1,11,1,1,3158681
1,0,1,1,7,1,1,3158706
1,0,1,1,8,1,1,3158722
1,0,1,2,6,1,1,3158748
0,1,1,2,14,3,1,3158854
1,0,1,1,7,1,1,3158896
1,0,1,1,7,1,1,3158912
1,0,1,1,8,1,1,3158953
1,0,1,1,6,1,1,3158961
1,0,1,3,11,3,0,3159027
0,0,1,1,8,1,1,3159092
1,1,1,1,7,1,1,3159118
1,0,1,1,9,1,1,3159217
1,0,1,1,6,1,1,3159233
1,0,1,3,21,2,0,3159241
0,0,1,1,12,1,0,3159282
0,0,1,1,8,1,1,3159308
0,0,1,1,5,3,1,3159324
1,0,1,1,3,3,1,3159332
0,0,1,1,7,1,1,3159415
0,0,1,1,8,2,1,3159431
1,1,1,2,13,7,1,3159449
1,0,1,5,45,3,1,3159506
0,0,1,1,12,2,1,3159548
0,0,1,1,10,1,1,3159555
0,0,1,2,9,2,1,3159639
1,1,1,6,48,3,0,3159662
1,1,1,2,12,1,1,3159704
1,1,1,9,53,3,1,3159721
0,1,1,2,16,2,1,3159738
0,0,1,1,5,3,1,3159787
1,1,1,1,7,9,1,3159795
0,1,1,3,17,3,1,3159803
1,1,1,2,13,1,1,3159811
0,1,1,5,42,5,1,3159861
0,1,1,3,17,3,1,3159886
0,1,1,2,18,3,0,3159894
1,1,1,2,9,3,1,3159928
1,1,1,1,7,3,1,3159951
1,0,1,1,3,3,1,3159977
1,0,1,1,4,3,1,3160025
1,0,1,1,7,3,1,3160082
0,0,1,1,5,1,1,3160091
1,0,1,1,9,7,1,3160108
0,0,1,2,17,1,0,3160132
0,0,1,2,13,3,1,3160256
1,1,1,1,14,2,1,3160272
1,1,1,1,10,1,1,3160298
0,0,1,2,6,3,1,3160314
1,0,1,1,4,3,1,3160331
0,0,1,3,19,3,1,3160355
1,0,1,1,7,1,1,3160389
1,0,1,1,11,2,1,3160397
1,1,1,1,12,2,1,3160421
1,0,1,1,5,1,1,3160447
1,0,1,2,11,1,1,3160462
1,0,1,1,8,1,1,3160471
1,1,1,2,11,1,1,3160512
1,1,1,1,8,1,1,3160521
1,1,1,1,8,3,1,3160561
1,0,1,2,13,3,0,3160587
1,0,1,1,9,1,1,3160603
1,0,1,1,8,1,1,3160661
1,0,1,1,5,2,1,3160686
1,1,1,2,16,3,1,3160694
1,0,1,1,13,1,1,3160744
1,0,1,1,7,2,1,3160751
1,0,1,1,13,1,1,3160777
1,1,1,3,23,3,1,3160785
1,0,1,1,9,1,1,3160793
1,0,1,1,5,3,1,3160827
1,0,1,1,5,2,1,3160835
0,0,1,2,9,2,1,3160851
0,0,1,3,16,3,1,3160884
0,0,1,1,7,5,1,3160892
0,0,1,3,13,3,1,3160901
0,0,1,1,6,2,1,3160918
0,1,1,1,10,5,1,3160926
1,0,1,1,7,3,1,3160934
1,1,1,2,7,3,1,3160942
1,1,1,1,6,3,1,3160967
0,0,1,1,10,1,1,3161015
1,1,1,2,10,3,0,3161023
0,0,1,2,9,3,1,3161031
1,1,1,1,8,5,1,3161049
1,0,1,2,17,5,1,3161081
0,1,1,3,19,2,0,3161098
1,0,1,1,7,1,1,3161106
0,1,1,3,21,5,1,3161114
1,1,1,1,6,3,1,3161131
1,1,1,2,9,3,1,3161197
0,1,1,4,17,3,1,3161221
1,0,1,1,8,1,1,3161312
1,0,1,1,9,1,1,3161320
0,1,1,1,9,3,1,3161346
0,1,1,2,9,3,1,3161361
1,0,1,1,8,1,1,3161569
1,0,1,2,13,1,1,3161577
1,1,1,3,22,3,1,3161585
1,0,1,3,21,1,1,3161601
0,0,1,1,8,1,1,3161619
1,0,1,3,18,1,1,3161627
1,0,1,1,8,4,1,3161651
1,0,1,3,21,1,1,3161668
1,1,1,4,33,3,1,3161676
1,0,1,2,5,3,1,3161684
0,0,1,2,16,1,1,3161734
1,0,1,2,11,1,1,3161767
0,0,1,3,14,1,1,3161791
0,1,1,1,10,3,0,3161833
0,1,1,5,31,3,1,3161866
0,1,1,1,15,2,0,3161908
0,0,1,1,10,2,1,3162021
1,1,1,1,8,1,1,3162062
1,0,1,1,5,1,1,3162088
0,1,1,1,16,2,0,3162112
1,0,1,2,12,2,1,3162138
0,0,1,1,5,3,0,3162153
1,1,1,1,2,3,1,3162161
1,0,1,1,8,1,1,3162179
1,1,1,2,17,2,1,3162195
1,0,1,1,5,1,1,3162211
0,0,1,2,9,6,1,3162229
1,1,1,1,6,1,1,3162294
1,0,1,3,21,4,1,3162302
0,1,1,4,21,1,1,3162336
1,0,1,2,6,3,1,3162435
0,0,1,1,7,5,1,3162451
0,0,1,1,8,2,1,3162484
1,1,1,1,6,8,1,3162518
1,1,1,4,31,1,1,3162542
1,0,1,2,8,2,1,3162567
0,1,1,1,9,3,1,3162575
1,1,1,1,10,3,1,3162583
0,0,1,2,17,2,0,3162609
1,0,1,1,10,2,0,3162617
1,1,1,2,9,3,1,3162625
0,1,1,3,14,1,1,3162633
1,1,1,1,5,2,1,3162658
0,0,1,2,13,3,1,3162666
1,0,1,1,14,3,1,3162691
1,0,1,2,13,6,1,3162732
1,0,1,1,4,2,1,3162741
1,1,1,2,16,1,1,3162757
1,0,1,3,12,3,1,3162765
1,0,1,1,7,1,1,3162773
1,1,1,2,13,1,1,3162799
1,1,1,1,5,3,1,3162815
0,0,1,1,9,1,1,3162849
1,0,1,2,12,1,1,3162864
0,0,1,1,6,2,0,3162872
1,1,1,2,10,2,1,3162881
0,0,1,1,8,5,1,3162898
1,1,1,1,7,3,1,3162914
0,1,1,1,5,3,1,3162948
0,0,1,2,12,2,1,3162955
1,1,1,1,7,3,1,3163011
1,0,1,1,5,1,1,3163052
1,0,1,1,7,4,1,3163128
1,0,1,2,11,1,1,3163185
0,0,2,1,8,2,1,3163268
1,1,1,1,6,4,1,3163292
1,1,1,1,10,4,1,3163334
1,0,1,1,10,1,1,3163342
1,0,1,1,3,1,1,3163375
0,0,1,1,5,3,1,3163383
1,0,1,1,7,3,1,3163482
0,0,1,1,9,3,1,3163581
1,0,1,1,6,2,1,3163623
1,1,1,2,12,3,1,3163656
1,1,1,1,7,1,1,3163672
0,0,1,1,5,1,1,3163681
1,0,1,2,18,1,1,3163763
1,0,1,1,7,1,1,3163789
1,0,1,1,6,3,1,3163797
1,1,1,1,5,2,1,3163839
1,1,1,3,22,3,0,3163854
1,1,1,4,26,3,1,3163896
0,0,2,2,14,3,1,3163904
1,1,1,6,43,3,1,3163938
1,0,1,1,6,2,1,3163961
0,0,1,1,6,1,1,3164001
1,1,1,1,8,3,1,3164068
0,0,1,1,4,3,0,3164076
0,1,1,1,4,1,1,3164084
0,1,1,3,20,3,1,3164126
0,1,1,1,4,2,0,3164142
1,0,1,1,7,1,1,3164167
1,0,1,2,18,1,1,3164183
0,1,1,2,13,4,1,3164217
1,1,1,3,15,2,1,3164241
0,0,1,1,4,3,1,3164258
0,1,1,2,11,3,1,3164274
1,0,1,1,6,4,1,3164282
1,1,1,1,6,2,1,3164316
1,1,1,1,1,2,1,3164324
0,1,1,1,8,3,1,3164357
1,0,1,1,10,3,1,3164407
1,1,1,3,21,3,1,3164431
1,0,1,2,10,1,1,3164456
0,1,1,2,14,5,1,3164555
1,0,1,1,5,3,0,3164613
1,0,1,1,8,2,1,3164639
1,0,1,1,13,1,1,3164671
0,1,1,2,11,2,0,3164688
0,1,1,2,11,2,0,3164696
1,0,1,5,41,2,0,3164712
0,0,1,1,5,2,0,3164721
1,0,1,4,34,2,0,3164738
0,0,1,1,11,1,1,3164753
1,0,1,1,7,1,1,3164761
1,0,1,2,18,3,1,3164829
0,0,1,1,6,4,1,3164845
1,0,1,2,11,3,1,3164852
0,1,1,4,28,4,0,3164861
1,0,1,1,10,1,1,3164894
0,0,1,1,3,1,1,3164928
0,0,1,2,16,1,1,3164936
1,0,1,1,7,3,1,3164944
0,0,1,1,9,3,1,3164951
1,1,1,2,39,3,1,3164969
1,0,1,2,17,3,1,3164977
1,0,1,1,8,1,1,3164993
1,0,1,2,15,4,1,3165057
1,0,1,2,14,4,1,3165065
1,0,1,1,7,3,1,3165099
1,0,1,1,7,3,1,3165123
1,0,1,3,20,5,1,3165131
1,0,1,1,9,3,1,3165198
1,0,1,3,13,4,1,3165214
1,0,1,2,13,4,1,3165248
0,1,1,5,24,1,1,3165271
1,1,1,1,4,6,1,3165289
0,1,1,3,24,2,1,3165297
0,1,1,1,11,1,0,3165362
1,0,1,3,17,4,1,3165371
1,1,1,2,13,4,0,3165438
1,0,1,3,16,3,1,3165446
1,1,1,3,14,3,0,3165511
0,0,1,1,7,2,1,3165636
0,1,1,1,1,2,1,3165669
1,0,1,1,8,3,1,3165677
1,0,1,1,5,2,1,3165693
1,1,1,3,22,3,1,3165776
1,0,1,2,17,4,1,3165801
1,0,1,1,7,2,1,3165818
0,1,1,1,3,3,1,3165859
0,0,1,1,5,1,0,3165891
1,1,1,1,14,7,1,3165909
0,1,1,1,12,1,1,3165925
1,0,1,1,5,1,1,3165933
1,1,1,1,11,2,1,3165982
0,1,1,1,8,3,1,3165991
1,1,1,1,9,2,0,3166031
1,1,1,1,8,1,1,3166048
1,0,1,1,6,3,1,3166063
1,1,1,1,7,1,1,3166089
0,0,1,1,6,1,1,3166105
1,0,1,1,8,3,1,3166113
0,0,1,1,12,1,1,3166154
0,0,1,2,18,3,1,3166171
0,1,1,4,23,3,1,3166188
1,0,1,1,10,1,1,3166212
1,1,1,4,28,3,1,3166246
1,1,1,1,7,3,1,3166287
1,0,1,2,19,1,1,3166303
0,1,1,2,12,4,1,3166386
1,0,1,3,18,4,1,3166394
1,0,1,3,15,4,1,3166402
1,0,1,2,13,4,1,3166428
1,0,1,2,14,4,1,3166451
1,0,1,2,20,4,1,3166469
0,1,1,2,10,1,0,3166501
0,1,1,1,5,1,1,3166568
1,1,1,2,12,3,1,3166584
0,0,1,1,8,1,1,3166642
1,0,1,2,17,4,1,3166725
1,1,1,1,7,3,1,3166733
0,0,1,1,10,1,1,3166741
1,0,1,2,16,4,1,3166758
1,0,1,2,19,4,1,3166791
1,0,1,3,18,4,1,3166832
1,1,1,3,5,1,0,3166841
1,0,1,3,16,1,1,3166857
1,0,1,3,19,4,1,3166865
0,1,1,7,45,3,1,3166873
1,0,1,2,19,4,1,3166899
1,0,1,3,20,4,1,3166915
1,0,1,2,14,1,1,3166923
1,0,1,1,9,2,1,3166931
1,1,1,2,24,3,1,3167004
1,0,1,1,8,1,1,3167178
1,0,1,1,9,3,1,3167211
1,1,1,1,6,1,1,3167251
1,0,1,1,4,3,0,3167301
1,0,1,2,11,1,1,3167319
1,1,1,1,5,1,1,3167343
0,1,1,3,12,3,1,3167392
1,1,1,3,28,3,1,3167442
1,1,1,1,7,3,1,3167459
1,0,1,1,8,1,1,3167467
1,1,1,1,8,2,1,3167509
1,0,1,1,8,1,1,3167525
0,0,1,1,5,2,1,3167533
0,0,1,1,6,2,1,3167558
1,0,1,1,3,4,1,3167574
1,0,1,1,6,6,1,3167591
0,0,1,4,33,3,1,3167608
0,1,1,1,9,1,1,3167657
1,0,1,1,8,1,1,3167665
0,0,1,1,9,1,1,3167715
1,0,1,1,6,2,1,3167806
1,1,1,1,14,6,1,3167822
1,0,1,1,7,2,1,3167831
1,0,1,1,7,2,1,3167848
0,1,1,2,17,4,1,3167855
0,1,1,3,19,3,0,3167897
0,1,1,3,17,3,0,3167921
0,0,1,1,6,2,1,3167939
0,1,1,3,18,3,0,3167947
0,1,1,2,16,3,0,3167971
0,1,1,3,31,3,0,3167996
0,0,1,2,7,1,1,3168011
1,0,1,2,16,3,1,3168036
1,1,1,10,58,3,0,3168051
0,1,1,1,4,2,1,3168093
0,0,1,1,10,3,0,3168101
1,0,1,1,11,2,1,3168168
1,1,1,2,12,3,1,3168184
1,0,1,1,8,2,1,3168259
0,0,1,1,10,1,0,3168291
1,1,1,3,24,17,1,3168325
1,0,1,1,8,3,1,3168341
1,1,1,3,28,3,1,3168366
0,0,1,1,6,2,1,3168374
0,0,1,1,7,3,0,3168424
1,0,1,1,4,2,1,3168432
1,0,1,2,13,5,1,3168441
1,0,1,1,4,3,1,3168457
0,1,1,3,27,2,0,3168507
1,1,1,6,36,2,0,3168515
1,0,1,2,13,3,1,3168581
0,1,1,1,6,1,1,3168598
1,0,1,1,7,3,1,3168614
1,0,1,1,7,3,1,3168622
1,0,1,2,16,1,1,3168648
1,0,1,1,6,3,1,3168663
1,0,1,1,6,3,1,3168747
1,0,1,1,8,1,1,3168812
0,0,1,1,9,3,1,3168821
1,1,1,1,7,1,1,3168846
1,0,1,3,20,6,0,3168887
0,1,1,1,4,1,1,3169018
0,0,1,1,9,3,1,3169059
1,1,1,2,13,1,1,3169091
1,1,1,2,13,1,1,3169117
1,1,1,2,8,1,1,3169125
1,1,1,1,7,3,1,3169141
1,0,1,1,8,2,1,3169166
0,0,1,1,7,3,1,3169182
1,1,1,2,17,3,1,3169224
1,0,1,2,11,1,1,3169315
1,0,1,1,8,1,1,3169323
1,1,1,1,10,3,1,3169356
0,0,1,1,5,1,1,3169398
0,0,1,1,10,3,1,3169431
0,0,1,1,10,4,1,3169455
0,0,1,1,8,3,1,3169463
1,0,1,1,9,1,1,3169596
0,0,1,1,7,3,1,3169653
1,0,1,2,13,3,1,3169786
0,0,1,1,9,3,1,3169802
1,1,1,1,9,4,1,3169811
1,1,1,5,39,6,1,3169836
1,0,1,1,5,1,1,3169851
0,0,1,1,5,1,1,3170016
0,0,1,1,9,3,1,3170065
0,1,1,2,7,3,1,3170123
0,1,1,2,12,3,1,3170156
0,0,1,4,39,2,1,3170164
1,0,1,2,17,2,0,3170172
0,1,1,1,2,2,1,3170181
0,1,1,2,17,2,0,3170206
0,1,1,2,17,2,0,3170214
1,0,1,1,3,1,1,3170248
1,0,1,1,6,3,1,3170271
0,0,1,4,25,4,1,3170289
1,0,1,1,5,3,1,3170297
0,0,1,1,9,1,1,3170313
0,1,1,1,10,3,1,3170347
0,1,1,3,18,7,1,3170371
0,1,1,6,47,2,1,3170438
0,1,1,3,21,4,1,3170487
0,1,1,2,8,6,1,3170511
0,1,1,2,13,4,1,3170537
0,0,1,2,13,4,1,3170552
1,1,1,4,21,3,1,3170578
1,1,1,1,3,3,1,3170586
1,1,1,1,7,3,1,3170594
0,0,1,1,7,1,1,3170685
0,1,1,1,8,3,1,3170701
1,1,1,1,8,2,1,3170719
0,1,1,1,9,2,1,3170751
0,1,1,1,7,3,1,3170776
0,1,1,2,16,3,1,3170792
0,0,1,1,5,3,1,3170826
1,0,1,2,9,1,1,3170891
0,0,1,1,7,1,1,3170917
0,0,1,2,12,1,1,3170925
1,0,1,1,7,3,1,3170933
1,0,1,1,8,2,0,3170982
1,0,1,2,12,1,1,3170991
0,1,1,2,7,3,1,3171006
0,0,1,1,8,1,1,3171014
0,1,1,1,8,1,1,3171022
0,0,1,1,10,1,1,3171097
1,1,1,1,4,3,1,3171105
0,0,1,1,15,5,1,3171121
1,1,1,2,14,3,1,3171162
1,0,1,3,22,2,1,3171188
0,1,1,2,10,3,1,3171212
0,0,1,2,10,3,1,3171221
1,1,1,2,19,3,1,3171329
0,0,1,1,6,1,1,3171337
0,1,1,3,15,3,1,3171345
0,0,1,4,24,3,1,3171352
1,0,1,3,22,2,1,3171361
1,0,1,3,22,2,1,3171378
1,1,1,3,15,1,1,3171386
0,0,1,1,4,1,1,3171402
1,0,1,1,10,4,1,3171469
1,0,1,1,7,2,1,3171584
0,0,1,2,6,3,1,3171592
0,1,1,4,30,1,1,3171626
0,1,1,1,5,1,1,3171675
0,0,1,1,15,2,1,3171733
0,0,1,1,2,2,1,3171741
1,0,1,1,9,3,1,3171766
0,1,1,7,63,8,1,3171791
0,1,1,4,27,3,1,3171808
1,0,1,2,14,1,1,3171832
0,0,1,3,16,1,1,3171841
1,1,1,1,3,2,1,3171857
1,0,1,1,7,1,1,3171915
1,0,1,1,6,1,1,3171931
0,1,1,2,17,1,0,3171972
1,1,1,1,9,3,1,3172046
1,0,1,1,6,1,1,3172053
1,0,1,1,5,1,1,3172087
0,0,1,2,9,3,1,3172145
1,0,1,1,4,3,1,3172152
1,0,1,1,8,2,1,3172186
0,0,1,1,9,1,1,3172301
1,0,1,1,8,3,0,3172335
0,0,1,1,6,4,1,3172351
0,0,1,1,8,7,1,3172401
1,0,1,1,9,2,1,3172517
1,0,1,2,14,1,1,3172673
0,0,1,1,8,2,1,3172707
0,0,1,2,12,1,1,3172723
0,0,1,1,5,3,1,3172756
1,1,1,3,19,4,1,3172848
0,0,1,1,6,2,1,3172939
1,0,1,1,6,2,1,3172962
1,0,1,2,14,2,1,3172988
0,0,1,7,38,4,1,3173011
1,0,1,1,3,1,1,3173036
0,0,1,1,10,3,0,3173044
0,0,1,1,9,3,0,3173069
0,0,1,2,12,1,1,3173119
1,1,1,4,28,4,1,3173226
1,0,1,1,10,1,1,3173242
0,0,1,2,21,3,1,3173283
0,0,1,2,14,1,1,3173424
1,0,1,3,16,1,1,3173457
0,1,1,8,61,1,1,3173473
1,0,1,1,7,3,1,3173481
1,1,1,1,5,3,1,3173499
1,0,1,1,13,2,1,3173564
0,1,1,3,21,1,0,3173754
0,1,1,3,19,1,0,3173762
0,1,1,4,27,1,0,3173796
0,1,1,2,10,2,1,3173804
0,0,1,2,17,4,0,3173821
1,1,1,2,12,3,1,3173895
0,0,1,1,12,3,1,3173937
1,0,1,2,12,1,1,3173952
0,0,1,1,6,2,1,3174001
0,1,1,2,7,1,1,3174075
0,1,1,3,8,3,1,3174109
1,0,1,1,8,2,1,3174216
0,1,1,8,33,1,1,3174224
0,1,1,3,17,1,1,3174257
0,1,1,3,18,1,1,3174273
1,0,1,1,8,1,1,3174331
1,1,1,1,7,4,1,3174349
0,0,1,1,11,1,1,3174381
1,0,1,1,6,1,1,3174398
1,0,1,2,12,2,1,3174406
0,1,1,1,10,3,1,3174431
1,1,1,1,4,1,1,3174562
1,0,1,1,5,3,1,3174571
1,0,1,1,11,3,1,3174588
1,0,1,1,7,2,1,3174596
0,1,1,4,34,1,1,3174604
1,1,1,1,8,3,1,3174646
0,0,1,2,10,2,1,3174661
0,0,1,1,6,6,1,3174711
0,1,1,1,10,3,1,3174729
1,0,1,2,12,1,1,3174745
1,1,1,1,3,1,1,3174761
1,0,1,1,8,1,1,3174786
